,filename,xmin,ymin,xmax,ymax,width,height,classes
21825,1b63ac05f0ae2c7df97e95941d87332e_927066452287687354_266654737.jpg,321,126,423,331,640,640,Shirt
17889,cbdb8ecbd3b529af55cfe0c490ac53d8_649728625748779537_104922599.jpg,115,0,240,249,640,640,Shirt
7129,06ccbd9c2e9e317d611ad9dc6c6bffca_624821543171787058_20314353.jpg,183,360,243,479,640,640,Outerwear
6834,05162c87c12a6fdaec39b0d2ab3f3cb8_574407523831723692_497739940.jpg,194,241,325,502,640,640,Outerwear
12369,3f513ce9af3e6a0bb5abecf563be031e_558236547922920140_270436407.jpg,155,389,216,510,640,640,Dress
26639,61a593ab966dbbc24ac22da4e2b43a8c_622353564154719326_23322298.jpg,268,368,337,508,640,640,Outerwear
4100,0844b2f8e829608faff616ccc4714e5f_925646387551466610_708282108.jpg,76,124,281,534,640,640,Suit
17021,f3290654f5645b37b27e031550abb2c3_745663969605036574_1215006897.jpg,271,30,419,325,640,640,T-shirt
11206,027a23b62ee1285ab37485e99ca549de_497692663221486812_25587208.jpg,350,95,455,305,612,612,T-shirt
26999,5f3458f1d4018356cd1a28b6928af363_791452555259131587_245649844.jpg,204,126,309,336,640,640,Outerwear
7146,ddd6c99fe2454a05aea9511014ca8319_611111728923490358_12100973.jpg,462,66,557,256,640,640,Dress
12609,5d87b597b27120789a611537c62a95c4_547000451787431349_253094390.jpg,168,162,316,457,612,612,Dress
12619,766577a017bf61f0725a6814a32d399b_738898474120740258_1341095734.jpg,293,2,363,143,640,640,Sweater
22129,ac291aa6251c0a463e62bf8f2c4f766d_942107772427332055_373732713.jpg,303,191,431,446,640,640,Outerwear
3069,cf879d39b33d1130588be69de7c80d82_758283534988892934_498580661.jpg,59,132,227,467,640,640,T-shirt
15855,ea996b98395c7507ff27a62d22354814_881601304287303724_282251077.jpg,488,82,549,203,640,640,Dress
4375,2ac38cde34a80c430bc08132d5af8e1c_1138185003976693258_630288396.jpg,189,166,334,456,640,640,Outerwear
374,59b4791bcc41b0675278fa604c48d193_823342732995824384_1466386889.jpg,294,78,426,343,640,640,Suit
546,46d7e6e381d8fa1ec22d3374df2855b8_719951510252256470_367591502.jpg,535,151,595,270,612,612,Shirt
3190,45845dc7059e351e3137ba0786c5614c_929502194381170703_291220585.jpg,298,240,360,365,640,640,Outerwear
1172,e78eb34446beb8cd1dddca5d7d22e06e_551824442115589505_180682912.jpg,322,217,412,397,612,612,Suit
26976,9dae9102a26cd46511f18541a617a8f9_739379569530811948_284781068.jpg,190,42,285,232,640,640,Dress
18992,c1de9e2e0520ddd636dff209f2770d2e_795408639526890919_533094538.jpg,353,273,415,398,640,640,Outerwear
9283,177081278830d1491fb26869ab02c147_884824623078233114_921701588.jpg,167,218,305,493,640,640,Shirt
16844,af94fe416bc853b099b0ca1540fe0a6f_1062000689296401467_987028800.jpg,257,140,345,315,640,640,Outerwear
25656,9b86a7b5a8c564510f1e736f2a328426_979828169175130219_54246719.jpg,324,101,402,256,640,640,Outerwear
14245,d90500a6bddf6533c1a7e4782ec6fac5_680072401075617861_1179947607.jpg,368,37,523,347,640,640,Shirt
4472,f728843bcb45678ffe7809d2946f973d_1092898821544652143_1693991834.jpg,255,55,463,470,640,640,T-shirt
658,b4b035d44bcd1a52f2707b1f57ae04bb_526480588481530529_328491313.jpg,364,150,429,280,612,612,Shirt
1536,e1f7b5a5f5210ec41a0a2fe3a6d0b3c9_827306397746923596_342896857.jpg,98,31,160,156,640,640,Shirt
18249,8f2394132b56e3951d84f8e2142ce735_797860906424719988_1091416909.jpg,225,98,333,313,640,640,T-shirt
26101,54c5a42ad162843d96782238687e3ab2_840583871818539779_592152727.jpg,79,129,174,319,640,640,Suit
1577,f038d9ae49437f3aecdb3e583d3d8443_929610604660793089_184033974.jpg,69,85,217,380,640,640,Dress
8404,447c07a69e2221c35fbae767c59f75b0_755793054581989225_1304946094.jpg,182,4,361,365,640,640,T-shirt
16455,e3a1d208a12fa880922bdea7a93c270e_1103493564425717185_21145400.jpg,259,211,337,366,640,640,Dress
1679,12426969f2cc206d9a92cb937d3c25bb_788222924452228319_1461169826.jpg,125,268,240,498,640,640,Shirt
6104,95f50bfa71de84b4c4d3a7f70102c40e_1132495776267188129_1785305588.jpg,274,47,472,442,612,612,T-shirt
22089,4d91cfc0d3719bdea2d0fb1aefa802af_909314545434701740_263913786.jpg,167,166,245,321,640,640,T-shirt
19663,24d1701d6f27e0024bbf52fd42edbbe4_917815551379111830_1463199606.jpg,411,215,506,405,640,640,Outerwear
21035,45634cb853c7351fae1c05d0300b7d8e_1088116336612856527_393321779.jpg,281,87,443,412,640,640,Shirt
1819,ed1862a4c5942b22011cf51e43757059_796214433388164175_1405557300.jpg,360,82,465,292,640,640,Shirt
8058,b50fd58aa03dd887674aaedbfcc7f7d7_888997629007572574_26257634.jpg,127,11,255,266,640,640,Outerwear
23129,5bbcf22090cdfa0de55cdcc5be1182dc_788818894649592161_516658361.jpg,156,74,267,295,640,640,Outerwear
22031,6f8044e58b7079189286cead71e8b4b4_1102758865231036668_180500143.jpg,55,110,140,280,640,640,Suit
6692,40c8ccac2ee030e218b905ae2c075344_605787318358452365_182823145.jpg,306,170,391,340,640,640,Sweater
11089,34070e0edaf68147d3162b3f1c5ed808_768980498329501005_265712174.jpg,315,51,466,350,640,640,Shirt
13182,82f014a5406ead903c1d619119ca651b_966761792773685342_625733199.jpg,178,0,343,329,640,640,Shirt
4759,939446b4b400c5c0230d70baffc0829e_1076749966836867886_9898687.jpg,316,261,411,451,640,640,Shirt
10569,35b6d15d746661e9eedb938791e8fc31_669619353391293712_263621880.jpg,177,157,268,336,640,640,Outerwear
1471,20b4006df9510b80ae03435b32aa8260_680057042691185097_271691813.jpg,254,117,362,332,640,640,Outerwear
4346,e23a45f1fec418f342081ec8252173f8_560950707225750295_306528193.jpg,387,139,532,429,612,612,Outerwear
15242,5b250a64e7bd6f4cfc914fd95f0ceb2c_1148303640564378868_1926627090.jpg,222,66,292,206,640,640,T-shirt
19429,2c7e4431c18bbd68f3eff42e209c5476_692370419002278473_295691951.jpg,109,57,271,382,640,640,Shirt
11621,f6071d1769696c0ed3f321dd815f1b3f_821046068543701637_193004559.jpg,101,263,163,388,640,640,Sweater
169,07cb0a35212732ad37f6a9991bbb9858_604468186846524513_8795188.jpg,334,11,434,210,640,640,Outerwear
25531,b2fa87d030521ea6cfd9401ff145bba1_643332633835045045_444372527.jpg,204,65,322,300,640,640,Outerwear
563,f33a9a379773d15f183828781f79ca4d_517745769268230002_206623180.jpg,240,0,355,229,612,612,Outerwear
24945,334599f25235df11e17aa9ed35353a2b_769321811661916216_1192941121.jpg,393,132,508,362,640,640,Shirt
11919,73394dd4964a21f6c1e17b67540e7133_1024602347600384754_143904131.jpg,290,173,381,352,640,640,Shirt
19990,eacf21fc1fec455d0d12f96666e63089_851998616710857073_220697863.jpg,96,34,204,249,640,640,Suit
10733,6bee3689e523aa8d9b02203182e9b689_586890231634776370_5793891.jpg,77,165,169,350,640,640,Shirt
24696,a454ac1e6c1eb31705a8050dcb642b52_694952220051868661_372185993.jpg,325,0,493,335,640,640,Tank top
19307,442adf1bd28ed547c4025d1ce3b11808_534449295180648501_224333283.jpg,109,33,284,383,612,612,T-shirt
19260,f9e5d09d1ac21daa53a9e064cbb2b0cc_843513469060444552_178591723.jpg,322,39,483,360,640,640,Dress
253,eb66cfe3a2ca6419e8650a6767ada6fe_903040354427909041_363205299.jpg,244,64,335,243,640,640,Shirt
10554,47a57da35a78cb285b990c8546d4a643_1072990852662615272_2025428254.jpg,379,13,509,274,640,640,Suit
7173,d67a5c26e4032af6d195ffd1d94ab5ae_539795571485435953_384983577.jpg,184,165,302,400,612,612,T-shirt
25380,c57a23708af6ef3c1ab2aad5314d9b5a_686807343470882655_216073466.jpg,341,65,443,270,640,640,Shirt
26755,e8d42cb1d4d29a8c61f591e77698970a_932621000955198258_1584915061.jpg,289,95,450,414,640,640,Outerwear
17598,18642fe50bcee39496e0c50eaf5ed967_1032707734935214471_441571829.jpg,308,18,459,317,640,640,Shirt
16160,ba0f0c6c549adcc5acf5e27d5b715c4c_925100846637896025_330514339.jpg,215,56,373,371,640,640,Dress
15146,cadfd7f6b45a6f1bedabf90827d6bc7e_1026466509871484109_1038043682.jpg,79,244,140,365,640,640,T-shirt
3490,dee00d3594351058b2c36f795dd43893_1136553017702946033_1256811348.jpg,71,212,133,337,640,640,Outerwear
4580,be28f4aa6d50e20f7668cff9e43afe3c_617301866545383057_220012016.jpg,330,214,448,449,640,640,Shirt
26255,61b3b83936eb66f56de32c65e535877d_947126005328767489_1413502553.jpg,412,73,497,243,640,640,Dress
16123,a4624e7e5ddbc01ee6bce372ab360b24_683209911603183737_1164852191.jpg,144,28,432,603,640,640,Shirt
22309,a92633f73e9bab14a388032eadce97f2_537499212080982544_13352281.jpg,76,225,136,346,612,612,Suit
2379,0db687383c778c39d3b1058ffadc772a_823349116644253179_353663478.jpg,301,136,376,286,640,640,Outerwear
9423,f9749a656d15a85e45637c8af3137c80_878257080332070423_498337698.jpg,274,107,485,526,640,640,Suit
26874,aca3ef3e85aa3c21fa33f796762cc4e1_806822489955809413_786466837.jpg,145,46,330,416,612,612,Shirt
24434,67e6a9f5b1061dbee96ed2bdc9e49f17_721981550990180645_594087543.jpg,430,150,520,330,640,640,Shirt
1091,3b8e6d3ced619938f1f99ce098d7bbcc_921164095559833417_315578076.jpg,387,257,499,482,640,640,Outerwear
4411,259c402240f7a9e5df5c4b287f4464aa_880916416214313993_1415859330.jpg,459,302,520,421,640,640,T-shirt
4642,f0bcd6b17bba78fbadab41c44f158025_656721708841087396_497399267.jpg,127,339,239,564,640,640,Outerwear
18075,09d401b9c25210dea0c2863208278ba0_689003782491175688_313234701.jpg,378,102,503,352,640,640,Outerwear
25173,c550780415b8beb2ea960f8eb108c31b_881158824684831773_282775656.jpg,192,451,254,576,640,640,Outerwear
16119,7ddc77eb0fb63df3c42ef0ca9b3ee7a9_1144333077963273951_186158772.jpg,259,308,319,427,640,640,Outerwear
15948,771414c99a50c5cf7867fcd19d614586_1061375113819002817_1798731988.jpg,343,141,485,426,640,640,Shirt
17685,9b2d7b9572cbe5ab597e8dc53fdee30b_732071298528917985_863496229.jpg,382,245,454,390,640,640,Dress
16358,724bce96ac2fdc3e9cfa499dd0522991_750100054427824539_904067811.jpg,274,10,453,370,640,640,Shirt
3255,10be8b5e4f6134a1895fe6826d0daa2b_1063678285351564520_5397892.jpg,216,17,338,262,640,640,Shirt
2260,144580045ae94af48835e915f636ae92_904848113011693986_547309005.jpg,320,73,422,278,640,640,Outerwear
2053,6e55ce9677ee7ebc5c60c84dfc31934c_826019458286190008_278163422.jpg,174,42,376,447,640,640,Dress
20737,61e4c76def4cd6b7defda9939aa1ab59_619317502767956520_354682719.jpg,268,274,368,473,640,640,Sweater
15741,531965773c2e673748e7e5b546327ca5_865117020116288438_42622879.jpg,317,205,422,415,640,640,T-shirt
11921,ab38303f8d66e0c88e185eecf311b3fb_618562456653909206_254509082.jpg,344,19,542,414,640,640,Outerwear
4027,2247a9ff5d41ec71e6598ed94e7d1a50_703705176614144516_1181838105.jpg,323,115,421,310,640,640,Outerwear
25169,f42b5c5be758b45048439db45351329f_741358332702899709_402205526.jpg,217,88,357,369,640,640,Shirt
10244,4d04dd94c3eac6e0049a55a98a7a16f8_617349609790266225_288439501.jpg,278,111,366,286,640,640,Shirt
13837,7d92f811c8d3057c2752b89713ec2cab_505842936634320965_18983753.jpg,266,319,354,494,612,612,Outerwear
24442,fa51ac6bfb08af468e5fd48b7138a5aa_725917992788693920_1139718843.jpg,105,5,303,400,640,640,Dress
17720,09de836d04ecd1908ae713b79c66c89a_694238693033694438_40166716.jpg,73,252,134,373,640,640,Sweater
6638,e82db82b2ed68a7ae4b9bf88f0e7ed6a_728236189112295294_12927006.jpg,129,38,264,308,640,640,Shirt
7558,cbc6316aef729512bc53e3b29fd69b09_1113857944173516591_1157238428.jpg,444,256,545,455,640,640,T-shirt
8259,a624aa275145b7af0419a55f6039a3c2_1024223181324118080_28485729.jpg,249,263,331,428,640,640,Dress
18204,10a5b467d802ce2c7e95560b304f6bef_863877660391825117_490080822.jpg,326,50,441,280,640,640,Suit
14695,0e617dbde64e76d47d2ba586be5ad5ae_787455216888657079_463842892.jpg,83,346,191,561,612,612,Outerwear
8471,77b30f9b4f72151010fe73afa76e7f26_784000542303192134_641343200.jpg,369,183,430,304,640,640,Shirt
8262,fc0fd7c2916ca3ba4d2f19938e843964_1008727534231353671_300680253.jpg,265,113,450,483,640,640,Dress
10397,0ba25e673489c295ebda0bbf9717e94a_621883155754366455_795530620.jpg,402,9,537,279,640,640,Outerwear
3027,220fcc714baeb3c07087e6e181a23c86_756479164903503795_9785940.jpg,361,120,492,381,640,640,Shirt
13773,f57a26268c1c0175232efffe07303ce3_539810270790787170_15711511.jpg,243,166,303,285,612,612,Outerwear
4278,39cf743859275744b0f810d70d01daa6_715455630811416328_278691104.jpg,93,232,195,437,640,640,Outerwear
3053,f87c1789876acedf94bbb98b43a60073_774797658374818738_370673857.jpg,505,112,570,242,640,640,Shirt
25188,212f810bbcbff40438dcc1ecd3c379ea_689695475427107022_322220439.jpg,253,29,391,304,640,640,Outerwear
14506,375504aa08b9c07aee60528cf15e4965_833410897896167121_646005660.jpg,283,250,422,529,640,640,Shirt
8033,d0651fbcbe04ca156435d4d456458a0a_507253838550348133_185239043.jpg,54,6,204,305,612,612,T-shirt
7952,02e8478f4a2fcc76f38ff0934eaa32ee_598934866170636392_489218225.jpg,222,192,444,637,640,640,Dress
18515,64702b248b49d982b51ca79dd3609af1_617567978264255086_9596589.jpg,273,159,345,304,640,640,Outerwear
22369,c60e2054a197d7adcb27981b91483b54_617825959501121298_189261296.jpg,348,9,509,330,640,640,Dress
17578,f841c9056eb32450ed2e657a500a745d_826733812110927464_1431827888.jpg,419,54,597,409,640,640,Shirt
14919,5ee8040556468daa172c5aa592f1d768_1149227489481734148_29127829.jpg,273,34,388,264,640,640,Outerwear
3543,ff36e29e7d03680118388afc5ae09821_528770382845124321_15958782.jpg,194,97,342,392,612,612,Outerwear
8190,52f3c1e9906ce27a69caa25bd18092c8_519572934206781919_21114957.jpg,194,60,335,340,612,612,T-shirt
14962,c6596c8a0db4aa68788a6925e481f213_991489117056273229_1564744993.jpg,229,11,431,416,640,640,T-shirt
4038,599c28eae9a686c329151c567e79663d_726103373566016991_185396886.jpg,290,136,421,397,640,640,Dress
8083,156828c28bdd06ab6ab7dc0608e57a3a_879024800685434865_1535776864.jpg,56,20,115,139,640,640,Dress
11191,46a8df571956dc4e1e8ff6488c796489_610093052163921387_342087692.jpg,235,316,295,435,640,640,Outerwear
12814,b64530b1abb52c21dc9f700001c5c04d_599607340315163041_9063309.jpg,324,0,446,244,640,640,Suit
10497,6bc3b5f02b9f5d4db938b2db3f0bd598_816832238153488108_411803700.jpg,406,52,556,351,640,640,Suit
25760,e1176c199890df30be0f06e388a005a0_1135019849035918934_33884970.jpg,453,96,548,286,640,640,T-shirt
8163,c5c38a0f92b507d14226743bede80483_539882046029860954_272373619.jpg,204,131,273,271,612,612,Dress
7406,c5913d806a679bbff18bf438cd68cd00_830996787075343771_1443666912.jpg,250,49,441,430,640,640,T-shirt
23458,50abeae0da9abb72ca16e457245acd6e_1089624090621859911_518178669.jpg,406,160,636,619,640,640,T-shirt
8858,f4365f1dbce22efd30a37da18fc641f1_834302630912220067_1322568221.jpg,116,4,335,443,612,612,T-shirt
13587,620f6c18519575c3c210023f7a3e27a7_623602194137173493_12843282.jpg,476,183,554,338,640,640,T-shirt
4727,4ee486da6f59c7c56da52da1787372c5_841865033129460686_594185063.jpg,366,29,454,204,640,640,Shirt
14358,56102a58e177ffb0eca98d8cbfc159d2_801623638293980218_1382486128.jpg,348,82,426,237,640,640,T-shirt
19053,737bc9504f689b96aee47a4bf3d46121_518917353591189818_475991451.jpg,80,49,272,434,612,612,Tank top
24515,0ec9844cbf65cb8547e3cba50b6e1f66_1062665027209969456_1558711326.jpg,42,96,190,391,640,640,Shirt
1413,f0c97a5b435ce99b4d4c16fdd9e0bc6c_554555246584770280_8030234.jpg,363,140,472,361,640,640,Tank top
13040,d276319737bc73ff7a8e13697c937c12_1150070828968200481_355363089.jpg,219,11,351,276,640,640,Dress
22346,7e53cc1c73b5d52e0b499dad359d8d92_740468222173016589_145891435.jpg,497,311,572,461,640,640,Shirt
14300,9a12d405cb5eb3c69e67efd96a2cfeaa_928432203954758920_49374200.jpg,1,151,61,270,640,640,Shirt
5195,9c33fe3fa84a48bf9c0392461b045cf9_843860020216750851_1752839.jpg,294,95,426,360,640,640,Tank top
20715,8de2f85b4f9115e3649d9f4b2c484bed_612074769722273114_19509506.jpg,389,79,451,204,640,640,Outerwear
5632,5749c89ec519f1bab0f01a49bcd305a7_848211388032265892_406671706.jpg,19,71,128,292,640,640,Shirt
4806,0adba8d64f948fbac061b0b1f94470cb_718939676069156211_302375596.jpg,278,242,346,377,640,640,Outerwear
18752,48e8513f7ff8fbb8ea7d745073808538_564279851165149584_345616785.jpg,117,91,292,441,640,640,Outerwear
10912,1fd9c60e3b8e41d4ebb87b58304aecba_709328176613217830_856043380.jpg,80,184,150,325,640,640,Outerwear
26903,a053b9c39655bed73dba4c1657c228d4_545217506252862028_5860427.jpg,162,17,330,352,612,612,Sweater
26854,e30ed9fdeef9fce6d64bf3f7b50f7e0a_771178778026911113_1417891864.jpg,81,9,213,274,640,640,Tank top
20371,0581b68a55cbad4902e0721235d3b6a5_1042294278132489332_1988915150.jpg,523,179,585,304,640,640,T-shirt
13654,37316f5c1b3aa20e02553b8e40b5f586_945709103534200291_34350148.jpg,247,330,307,449,640,640,Outerwear
16133,6ddd9a8310d6834e7d27201cf3a0f1ce_789033519887189908_1185244128.jpg,387,143,472,313,640,640,Sweater
18824,3e8f250ce929b570ba67458bc1eb0516_513258041330204808_229326631.jpg,171,55,232,175,612,612,Shirt
24871,b85042ae746ddd8b0928fe925de2c259_497344243745983937_290476058.jpg,429,5,591,330,612,612,T-shirt
4478,3ad44d166980b3d4b04e6ecb1e7b14a7_542826281171979251_320310033.jpg,169,8,351,373,612,612,Shirt
13288,624d51bc7828b3b1bc85377bfb4356cc_697455991924221729_35861816.jpg,145,215,277,480,640,640,Tank top
12240,707660b33a01102fd68040bb21d70c77_775152293645385194_1020701022.jpg,281,95,506,545,640,640,Shirt
20604,14032ae00b8f9d106829c63805787a10_830713276559156794_552190152.jpg,169,92,411,577,640,640,T-shirt
16268,4c6d4118c6448442fc7662a231aeed0f_831428119206151566_1301495880.jpg,126,150,331,560,640,640,Outerwear
6002,296719437e85c076b1ad31583a927b73_577069076870787294_598314027.jpg,249,2,377,257,640,640,Suit
669,b3aea92af44a2b91f7de949a53dd8a72_515881601611035887_311478036.jpg,228,162,293,292,612,612,Shirt
8599,64267308100c3c54189bd21c70219b4a_851193296830962823_302869966.jpg,426,483,498,628,640,640,Shirt
12300,e91670a9bde81d1714b7596cf07a3f77_552669604984503179_36104205.jpg,149,143,258,364,612,612,Sweater
17613,ed9fe340bbc00bdc2f47b393426898d3_906625021702934390_8426378.jpg,272,170,384,395,640,640,Dress
1394,71916fa15559c4a656c73134cb0a75d6_723935514980558541_3678368.jpg,391,227,499,442,640,640,T-shirt
6158,f8720b84c69703be74e6403327dd3b7c_1096195433733513519_272381495.jpg,263,16,491,471,640,640,Sweater
1109,6afb9324fa95aacd41339ded290c4887_822789309270886491_24846313.jpg,146,75,264,310,640,640,Outerwear
11121,b66c64b429791ffcf4af8861bd891867_987388353564895096_226871528.jpg,490,67,582,252,640,640,Shirt
8731,0028103c921103dd9f64179c6314cfee_648886764845630805_48986248.jpg,300,49,468,384,640,640,Shirt
25117,83399ba658f44f5bc7d28cbc78140e6a_565850911044213319_20691989.jpg,248,119,356,334,640,640,T-shirt
18737,6b1d3a250de63a7e811d55e38c643035_838978060794575956_514325110.jpg,297,30,395,225,640,640,Shirt
17247,22230f92efd7d930d1bcbb7d8eca7946_878456930411421500_497557502.jpg,196,89,407,508,640,640,Suit
4008,ba12de3279bad057b632fbe3047a8df9_789954762890298249_220333343.jpg,368,58,547,419,640,640,T-shirt
442,4192909b029c337386a973f55bafa577_798123679269796326_51783341.jpg,273,230,378,440,640,640,T-shirt
19072,27455f7f1612ba16c7c68bd38562aa6e_645629023293894596_338616882.jpg,251,281,313,406,640,640,Outerwear
2897,cbd0bf5790b9315e5ee4d09b698f1444_756725424446235255_322962039.jpg,204,149,354,450,640,640,T-shirt
2665,61fc0e7c9abb4527402f78095e0979b5_1057089562474481667_2056231057.jpg,192,30,374,395,640,640,Tank top
3359,c6f8b19e8d86c503e0c6df31a86ed56b_543895972708509118_370370920.jpg,156,207,258,412,612,612,Suit
26949,840f5377d9bf827a4aadaaf57cecb355_513827431737999313_386056550.jpg,367,295,452,465,612,612,Shirt
3865,3d53849c81303febbf0b9a3c170f963e_686184531267337737_344365942.jpg,154,81,249,271,640,640,Outerwear
15658,05c7f7e91875433e17d06705bfad53e5_566109250065900773_2778944.jpg,30,136,95,266,640,640,Outerwear
13229,ce74efa6165428090303e36519d5635d_698480167864893282_809658966.jpg,439,61,604,391,640,640,Dress
15740,32acdf60e92424935c5641f84484b22e_601729564991296307_197607563.jpg,260,111,438,466,640,640,Shirt
19952,5c229aaac8fc7d8c3a8b274dd1a1d88f_697469586543995461_12816529.jpg,129,72,224,262,640,640,Tank top
19289,7b931cd7c88e40c5ad565de21f8c6ab6_635729419985758851_3745265.jpg,303,147,408,357,640,640,Outerwear
6769,9d474b14b83e2100f70b7f45c4deeaeb_953863888661395149_1578598852.jpg,201,76,343,361,640,640,Shirt
1950,d640c554533a58d1746cf4bcd0ec07e5_1022708418435373839_1149907325.jpg,66,207,134,342,640,640,Sweater
26464,be80a3e4c47a73e73f61bbe684e8a223_527329865427220413_234258996.jpg,260,104,335,254,612,612,T-shirt
12753,8fcc7126d9a797ea95118c35cb0543d4_625739168668161052_411680228.jpg,235,106,384,407,640,640,Outerwear
17186,90faedcc1467161344be447e9d636a26_758724658438753542_206161170.jpg,224,188,316,373,640,640,Dress
19921,fb3bd55bb98dd4fade314aa26db218fc_694024600221470018_654761362.jpg,299,108,417,343,640,640,Shirt
